fecha,valor
2000-01-01,49.971312156722
2000-02-01,47.757648961496
2000-03-01,52.773356450772
2000-04-01,51.37539699981
2000-05-01,51.048322220629
2000-06-01,48.533063718236
2000-07-01,48.351408583386
2000-08-01,49.336918128206
2000-09-01,47.686866848186
2000-10-01,51.639067160489
2000-11-01,52.389410091593
2000-12-01,54.814411917121
2001-01-01,51.091949399933
2001-02-01,49.367213736532
2001-03-01,55.139305364006
2001-04-01,53.212774134741
2001-05-01,52.832417888978
2001-06-01,51.266221369556
2001-07-01,49.666345567046
2001-08-01,50.702357383896
2001-09-01,49.023918775831
2001-10-01,53.099156731635
2001-11-01,53.73944370959
2001-12-01,55.639349064575
2002-01-01,52.386842733463
2002-02-01,49.572388645635
2002-03-01,55.496862230513
2002-04-01,54.831662879904
2002-05-01,53.959495469834
2002-06-01,52.591305977677
2002-07-01,51.574149311361
2002-08-01,52.645300668426
2002-09-01,51.486675858879
2002-10-01,55.585457086248
2002-11-01,56.19572686576
2002-12-01,58.465048348095
2003-01-01,54.900606275459
2003-02-01,52.48618405385
2003-03-01,58.467205606835
2003-04-01,57.430155993455
2003-05-01,56.898668669087
2003-06-01,55.359901669113
2003-07-01,54.184751468318
2003-08-01,54.948693368022
2003-09-01,53.722113357047
2003-10-01,57.956402117919
2003-11-01,58.266846088052
2003-12-01,60.624443844482
2004-01-01,56.955084196657
2004-02-01,54.856650202714
2004-03-01,61.862995629042
2004-04-01,60.637087338803
2004-05-01,60.085063570149
2004-06-01,58.541869244343
2004-07-01,57.991105850779
2004-08-01,59.147606140564
2004-09-01,57.833755537243
2004-10-01,62.943605435077
2004-11-01,63.373358052551
2004-12-01,66.085423779699
2005-01-01,60.997060204058
2005-02-01,58.268919701988
2005-03-01,65.160412346315
2005-04-01,64.37545096138
2005-05-01,63.300283169448
2005-06-01,62.240974281921
2005-07-01,60.62778019104
2005-08-01,63.155196419262
2005-09-01,61.204357372753
2005-10-01,65.630502708453
2005-11-01,66.99599793774
2005-12-01,70.401704127295
2006-01-01,64.269602795469
2006-02-01,62.488110171123
2006-03-01,68.647650118138
2006-04-01,67.635320987464
2006-05-01,67.864066098357
2006-06-01,66.446413492688
2006-07-01,64.332903078673
2006-08-01,65.948273488541
2006-09-01,65.113551695834
2006-10-01,70.480971763766
2006-11-01,70.667382582297
2006-12-01,74.587020892956
2007-01-01,67.845191279381
2007-02-01,65.116565114977
2007-03-01,73.244219190879
2007-04-01,71.488095617641
2007-05-01,71.440798702796
2007-06-01,70.072986345226
2007-07-01,66.805588387192
2007-08-01,69.297823047217
2007-09-01,68.798380919881
2007-10-01,73.415997744712
2007-11-01,74.134087787802
2007-12-01,78.605712387657
2008-01-01,72.021359084329
2008-02-01,69.921220421093
2008-03-01,76.844728447913
2008-04-01,75.053531974984
2008-05-01,74.871055326447
2008-06-01,73.741646042606
2008-07-01,71.175614376829
2008-08-01,70.786547912996
2008-09-01,70.220106541471
2008-10-01,75.251925378092
2008-11-01,74.105553698677
2008-12-01,78.492054985693
2009-01-01,71.012969470127
2009-02-01,67.35317472083
2009-03-01,75.47801242437
2009-04-01,73.301019024223
2009-05-01,72.779489795381
2009-06-01,71.269542073
2009-07-01,68.749135142568
2009-08-01,71.488672153271
2009-09-01,70.422142442318
2009-10-01,75.065190753094
2009-11-01,76.253120201958
2009-12-01,79.446361235564
2010-01-01,72.478647028526
2010-02-01,69.784255933159
2010-03-01,75.714061392483
2010-04-01,77.836153679346
2010-05-01,77.265079570532
2010-06-01,76.186444175657
2010-07-01,74.112635101111
2010-08-01,77.296542693899
2010-09-01,75.05015526522
2010-10-01,80.061679388225
2010-11-01,82.742487762095
2010-12-01,85.153296099552
2011-01-01,78.010367477195
2011-02-01,74.279064630843
2011-03-01,84.796447395721
2011-04-01,82.417454723301
2011-05-01,82.970070411295
2011-06-01,80.371445138843
2011-07-01,77.225680203992
2011-08-01,80.76100654037
2011-09-01,78.670318350874
2011-10-01,84.178775752689
2011-11-01,86.446293627724
2011-12-01,91.043493166839
2012-01-01,82.48850775212
2012-02-01,79.583912810663
2012-03-01,89.288491287334
2012-04-01,87.623528867105
2012-05-01,88.03861747833
2012-06-01,86.063196111227
2012-07-01,82.963262681021
2012-08-01,86.65082638185
2012-09-01,82.73009513732
2012-10-01,89.847446247651
2012-11-01,91.596476733005
2012-12-01,94.690431285772
2013-01-01,86.994566301665
2013-02-01,82.173640566237
2013-03-01,92.590788481704
2013-04-01,91.382085236775
2013-05-01,90.731775102947
2013-06-01,88.600030558958
2013-07-01,85.686752277518
2013-08-01,88.804726490261
2013-09-01,85.244517943752
2013-10-01,92.510540866384
2013-11-01,94.684670983661
2013-12-01,96.620955030893
2014-01-01,88.328209010124
2014-02-01,84.717552721566
2014-03-01,95.112885747388
2014-04-01,92.811950396012
2014-05-01,92.509978462149
2014-06-01,89.975237612684
2014-07-01,86.264915389068
2014-08-01,89.425354961991
2014-09-01,87.458880702374
2014-10-01,94.072121478785
2014-11-01,95.466923031765
2014-12-01,99.170397695562
2015-01-01,90.664469677963
2015-02-01,87.016397578907
2015-03-01,97.185676847907
2015-04-01,95.002571737081
2015-05-01,93.662363107825
2015-06-01,92.230546089333
2015-07-01,88.355268737984
2015-08-01,90.723629987801
2015-09-01,90.06082810466
2015-10-01,95.163555740043
2015-11-01,97.697212167457
2015-12-01,101.12242366828
2016-01-01,92.311556356896
2016-02-01,90.711940889781
2016-03-01,99.960762147982
2016-04-01,95.503864650633
2016-05-01,95.642968391372
2016-06-01,93.286342510797
2016-07-01,89.196429457849
