fecha,valor
2001-01-01,3.3860946554158167
2001-04-01,4.209569342227204
2001-07-01,2.7634894706730417
2001-10-01,2.288462741774744
2002-01-01,1.1938582217695615
2002-04-01,2.5878929229133707
2002-07-01,4.226115077785142
2002-10-01,4.781130496742203
2003-01-01,5.333488297603894
2003-04-01,5.146942103565877
2003-07-01,4.591619190453544
2003-10-01,3.877595210866591
2004-01-01,4.715433021752502
2004-04-01,5.642857972147097
2004-07-01,7.440279883361289
2004-10-01,8.79553192723388
2005-01-01,6.190688894226648
2005-04-01,5.942457527363221
2005-07-01,5.723681328797614
2005-10-01,5.522705646784387
2006-01-01,5.953036709272208
2006-04-01,6.333877764782203
2006-07-01,5.626003713824801
2006-10-01,6.258820285441913
2007-01-01,5.5272856026086
2007-04-01,5.474775932691722
2007-07-01,4.8655683680695505
2007-10-01,4.830187292930765
2008-01-01,6.101342277977384
2008-04-01,5.006694140467416
2008-07-01,3.5531541200079175
2008-10-01,0.7489244838594145
2009-01-01,-2.2593409938851283
2009-04-01,-2.8239320513426147
2009-07-01,-0.717458203046073
2009-10-01,1.2794136885766028
2010-01-01,1.9326259853217342
2010-04-01,6.412525083703979
2010-07-01,7.499946402584579
2010-10-01,7.450356632168775
2011-01-01,8.766483745751419
2011-04-01,6.256836943923583
2011-07-01,4.503091966756689
2011-10-01,5.529617506839313
2012-01-01,6.021038611088048
2012-04-01,6.496760694211257
2012-07-01,6.628656142522549
2012-10-01,5.528287990867908
2013-01-01,4.138029261755594
2013-04-01,3.435931107997714
2013-07-01,2.9288259987926057
2013-10-01,2.7796050479173884
2014-01-01,2.44471325797313
2014-04-01,1.6977025909926002
2014-07-01,1.3065463615616224
2014-10-01,1.7266759319193303
2015-01-01,2.488034813496731
2015-04-01,2.0475537197170324
2015-07-01,2.269543368117022
2015-10-01,1.8321357133592953
2016-01-01,2.9540401808884287
2016-04-01,1.2626892964997305
2016-07-01,1.9942166084120583
2016-10-01,0.8781665573741826
2017-01-01,-0.3708607161531652
2017-04-01,0.6766718216433931
2017-07-01,1.855580167464499
2017-10-01,3.19933482119239
2018-01-01,4.524888478806743
2018-04-01,5.497480568184332
2018-07-01,2.404865585859417
2018-10-01,3.5345770905310436
2019-01-01,1.243510180721774
2019-04-01,1.1991491225936235
2019-07-01,3.1490584175454917
2019-10-01,-2.7424085036724444
2020-01-01,-0.22100126806029463
2020-04-01,-14.922358370089405
2020-07-01,-9.465138278611928
2020-10-01,0.016835280169580358
2021-01-01,0.5168921150727535
2021-04-01,18.328731706287392
2021-07-01,16.187544036112335
2021-10-01,11.596409643878713
2022-01-01,6.095387872469393
2022-04-01,4.49626773597589
2022-07-01,0.7201443407982566
2022-10-01,-2.0755468822683087
2023-01-01,-0.28462632069204963
2023-04-01,-0.10537887675449165
2023-07-01,1.3897097697088467
2023-10-01,1.0729406060437263
2024-01-01,3.3230508363279565
2024-04-01,1.2202056806702943
2024-07-01,1.9912759848402795
2024-10-01,3.9658306216270978
